0.592254 , 0.79872 , 1.30599 , 0.0783119 , -0.923813 , 0.374748
0.567203 , 0.798007 , 1.30599 , 0.0660292 , -0.917381 , 0.392495
0.546173 , 0.79451 , 1.30599 , 0.0406389 , -0.901162 , 0.491574
0.522035 , 0.790606 , 1.30599 , 0.00629034 , -0.893961 , 0.3981
0.498249 , 0.788567 , 1.30599 , -0.0266953 , -0.891379 , 0.382472
0.474988 , 0.788764 , 1.30599 , -0.0523632 , -0.883 , 0.466443
0.451 , 0.790853 , 1.30599 , -0.0727704 , -0.883472 , 0.462798
0.423898 , 0.794431 , 1.30599 , -0.0695601 , -0.900069 , 0.430159
0.397805 , 0.797789 , 1.30599 , -0.0397191 , -0.938245 , 0.343685
0.377012 , 0.799631 , 1.30599 , -0.00433304 , -0.90407 , 0.427363
0.354255 , 0.80031 , 1.30599 , 0.00972201 , -0.911938 , 0.410213
0.333711 , 0.799568 , 1.30599 , 0.0368241 , -0.915697 , 0.400178
0.302131 , 0.796192 , 1.30599 , 0.0852605 , -0.911714 , 0.40188
0.277184 , 0.792315 , 1.30599 , 0.110322 , -0.907534 , 0.405229
0.2556 , 0.788806 , 1.30599 , 0.103748 , -0.912391 , 0.395954
0.234747 , 0.785808 , 1.30599 , 0.101025 , -0.925636 , 0.364681
0.211367 , 0.783267 , 1.30599 , 0.0950521 , -0.926968 , 0.3629
0.190648 , 0.781633 , 1.30599 , 0.087422 , -0.937191 , 0.337685
0.159755 , 0.778492 , 1.30599 , 0.0593279 , -0.941197 , 0.332609
-0.0180153 , 0.764932 , 1.24599 , 0.0209138 , -0.964553 , 0.26306
0.0373264 , 0.746927 , 1.24599 , 0.0359216 , -0.96326 , 0.266158
0.0762112 , 0.747196 , 1.24599 , 0.0586814 , -0.965423 , 0.253998
0.102606 , 0.750503 , 1.24599 , 0.0735648 , -0.96427 , 0.254502
0.123281 , 0.753985 , 1.24599 , 0.0537444 , -0.9695 , 0.239125
0.145981 , 0.758165 , 1.24599 , 0.0525387 , -0.968783 , 0.24228
0.167457 , 0.762085 , 1.24599 , 0.0577759 , -0.959078 , 0.277184
0.187958 , 0.765543 , 1.24599 , 0.0357984 , -0.937638 , 0.345764
0.215841 , 0.769504 , 1.24599 , 0.0552388 , -0.930185 , 0.362912
0.24734 , 0.77268 , 1.24599 , 0.0823187 , -0.920466 , 0.382055
0.271273 , 0.774104 , 1.24599 , 0.0969418 , -0.917757 , 0.385129
0.292607 , 0.774678 , 1.24599 , 0.111925 , -0.909996 , 0.399224
0.313558 , 0.774662 , 1.24599 , 0.0190733 , -0.906011 , 0.422824
0.336363 , 0.774092 , 1.24599 , -0.026363 , -0.890275 , 0.454659
0.364964 , 0.772761 , 1.24599 , -0.0280414 , -0.885967 , 0.4629
0.385041 , 0.771564 , 1.24599 , -0.0531846 , -0.880627 , 0.470815
0.407007 , 0.770151 , 1.24599 , -0.0749536 , -0.879651 , 0.469676
0.427748 , 0.768839 , 1.24599 , -0.0763661 , -0.881538 , 0.465895
0.450829 , 0.767545 , 1.24599 , -0.0643452 , -0.878837 , 0.472764
0.480355 , 0.766362 , 1.24599 , -0.0350202 , -0.8902 , 0.454223
0.514484 , 0.76595 , 1.24599 , -0.00399323 , -0.885524 , 0.464576
0.545126 , 0.766659 , 1.24599 , 0.0318818 , -0.89351 , 0.44791
0.581239 , 0.768919 , 1.24599 , 0.0691093 , -0.886716 , 0.457121
0.63231 , 0.774555 , 1.24599 , 0.124247 , -0.880581 , 0.457317
0.653644 , 0.777557 , 1.24599 , 0.128717 , -0.879594 , 0.457981
0.698579 , 0.784388 , 1.24599 , 0.0890648 , -0.974363 , 0.2066
0.718821 , 0.787354 , 1.24599 , 0.100429 , -0.966436 , 0.236466
0.740653 , 0.79019 , 1.24599 , 0.097997 , -0.965709 , 0.24042
0.763695 , 0.792496 , 1.24599 , 0.1026 , -0.976227 , 0.190931
0.78869 , 0.793817 , 1.24599 , 0.0914119 , -0.934369 , 0.344382
0.810104 , 0.793628 , 1.24599 , 0.0696875 , -0.963008 , 0.260306
0.831937 , 0.791844 , 1.24599 , 0.0761413 , -0.951629 , 0.297665
0.860383 , 0.78654 , 1.24599 , 0.0635832 , -0.970868 , 0.231027
0.880928 , 0.780211 , 1.24599 , 0.0935214 , -0.96774 , 0.233951
0.921783 , 0.793412 , 1.18599 , 0.245507 , -0.903674 , 0.350855
0.898291 , 0.787728 , 1.18599 , 0.142693 , -0.95312 , 0.266833
0.877302 , 0.782177 , 1.18599 , 0.192236 , -0.908027 , 0.372199
0.852315 , 0.775317 , 1.18599 , 0.181321 , -0.901955 , 0.391918
0.827449 , 0.768512 , 1.18599 , 0.167457 , -0.90172 , 0.39857
0.801575 , 0.761714 , 1.18599 , 0.146975 , -0.899035 , 0.412473
0.772641 , 0.754697 , 1.18599 , 0.121648 , -0.905574 , 0.406371
0.752532 , 0.750284 , 1.18599 , 0.107301 , -0.906952 , 0.407339
0.730665 , 0.745975 , 1.18599 , 0.0960748 , -0.907468 , 0.408988
0.635991 , 0.73356 , 1.18599 , 0.119625 , -0.909589 , 0.397916
0.611442 , 0.73191 , 1.18599 , 0.104421 , -0.909564 , 0.402231
0.575382 , 0.730469 , 1.18599 , 0.0638238 , -0.918347 , 0.390595
0.544519 , 0.730025 , 1.18599 , 0.0341535 , -0.919116 , 0.392503
0.514397 , 0.730151 , 1.18599 , 0.00691211 , -0.912913 , 0.408096
0.483053 , 0.730728 , 1.18599 , -0.0205558 , -0.916123 , 0.400369
0.451771 , 0.731626 , 1.18599 , -0.0496087 , -0.909593 , 0.412528
0.428936 , 0.732414 , 1.18599 , -0.0565408 , -0.911873 , 0.406559
0.406915 , 0.733236 , 1.18599 , -0.0426295 , -0.905012 , 0.423246
0.3858 , 0.734053 , 1.18599 , -0.0413989 , -0.902083 , 0.429573
0.358754 , 0.735105 , 1.18599 , -0.0591291 , -0.909157 , 0.412234
0.335458 , 0.73599 , 1.18599 , -0.0631892 , -0.908991 , 0.411999
0.315435 , 0.736721 , 1.18599 , -0.0427331 , -0.912021 , 0.407911
0.292087 , 0.73753 , 1.18599 , -0.0260226 , -0.908934 , 0.416127
0.266115 , 0.738365 , 1.18599 , 0.0596852 , -0.930378 , 0.36171
0.240337 , 0.739123 , 1.18599 , 0.0505239 , -0.937599 , 0.344027
0.219332 , 0.739687 , 1.18599 , 0.0247852 , -0.944139 , 0.328613
0.186982 , 0.740457 , 1.18599 , -0.00620633 , -0.949604 , 0.313391
0.154324 , 0.7411 , 1.18599 , -0.0211329 , -0.956688 , 0.290347
0.128728 , 0.741484 , 1.18599 , -0.0159913 , -0.962584 , 0.270511
0.107184 , 0.7417 , 1.18599 , 0.0146977 , -0.966698 , 0.255498
0.0841173 , 0.741781 , 1.18599 , 0.0337521 , -0.973999 , 0.224026
0.06264 , 0.74167 , 1.18599 , 0.0515505 , -0.97917 , 0.196388
0.041975 , 0.741334 , 1.18599 , 0.0502301 , -0.98102 , 0.187286
0.0216554 , 0.740713 , 1.18599 , 0.0470945 , -0.979684 , 0.194938
-0.00333069 , 0.739426 , 1.18599 , 0.0423442 , -0.979487 , 0.197008
-0.0287374 , 0.737327 , 1.18599 , 0.0247638 , -0.978098 , 0.206668
-0.0492765 , 0.734867 , 1.18599 , 0.00493868 , -0.976194 , 0.216842
-0.0730718 , 0.730919 , 1.18599 , -0.00950987 , -0.978981 , 0.20373
-0.0919024 , 0.722231 , 1.12599 , 0.0252218 , -0.98673 , 0.1604
-0.0715053 , 0.725071 , 1.12599 , 0.022076 , -0.988469 , 0.149804
-0.0498141 , 0.727293 , 1.12599 , 0.0252987 , -0.989156 , 0.14467
-0.00478644 , 0.729736 , 1.12599 , 0.0406667 , -0.989946 , 0.135474
0.020414 , 0.730079 , 1.12599 , 0.0274844 , -0.984488 , 0.173285
0.0415173 , 0.729924 , 1.12599 , 0.00112834 , -0.979138 , 0.203193
0.0637799 , 0.729403 , 1.12599 , -0.0175436 , -0.973644 , 0.227398
0.0848766 , 0.728635 , 1.12599 , -0.0403207 , -0.965722 , 0.256427
0.110868 , 0.727407 , 1.12599 , -0.0525425 , -0.959834 , 0.275604
0.138194 , 0.725873 , 1.12599 , -0.0613984 , -0.957805 , 0.280784
0.174228 , 0.723627 , 1.12599 , -0.0415877 , -0.956042 , 0.290265
0.202655 , 0.721785 , 1.12599 , -0.0186748 , -0.958077 , 0.2859
0.224781 , 0.720362 , 1.12599 , -0.0111896 , -0.949097 , 0.314784
0.24592 , 0.719044 , 1.12599 , -0.0400305 , -0.930225 , 0.364801
0.268097 , 0.717731 , 1.12599 , -0.0570612 , -0.920077 , 0.38756
0.296711 , 0.716179 , 1.12599 , -0.0502175 , -0.916733 , 0.396331
0.32255 , 0.714949 , 1.12599 , -0.0386611 , -0.918334 , 0.393913
0.345087 , 0.714033 , 1.12599 , -0.0372478 , -0.921173 , 0.387367
0.37046 , 0.713196 , 1.12599 , -0.0455098 , -0.931829 , 0.360033
0.391155 , 0.712678 , 1.12599 , -0.0496549 , -0.927517 , 0.370469
0.411738 , 0.71232 , 1.12599 , -0.0457717 , -0.926448 , 0.373631
0.43291 , 0.712122 , 1.12599 , -0.0429828 , -0.929674 , 0.365867
0.458561 , 0.712125 , 1.12599 , -0.0344892 , -0.931052 , 0.363254
0.482317 , 0.712374 , 1.12599 , -0.0163446 , -0.938341 , 0.345324
0.502516 , 0.712777 , 1.12599 , 0.00371367 , -0.936715 , 0.350074
0.530582 , 0.713636 , 1.12599 , 0.0300178 , -0.938108 , 0.345039
0.556003 , 0.714721 , 1.12599 , 0.0546391 , -0.941262 , 0.333228
0.576665 , 0.715821 , 1.12599 , 0.0677517 , -0.937393 , 0.34162
0.606528 , 0.717762 , 1.12599 , 0.0955051 , -0.939497 , 0.328974
0.633411 , 0.719868 , 1.12599 , 0.113144 , -0.938498 , 0.32622
0.654136 , 0.721724 , 1.12599 , 0.111721 , -0.931916 , 0.345037
0.6834 , 0.724692 , 1.12599 , 0.110169 , -0.937452 , 0.330222
0.705645 , 0.72722 , 1.12599 , 0.116162 , -0.935995 , 0.332294
0.732791 , 0.730621 , 1.12599 , 0.10587 , -0.934558 , 0.339696
0.754688 , 0.733615 , 1.12599 , 0.107877 , -0.929976 , 0.351435
0.782004 , 0.737658 , 1.12599 , 0.131446 , -0.929053 , 0.345806
0.847794 , 0.748747 , 1.12599 , 0.19728 , -0.917467 , 0.345448
0.877881 , 0.754411 , 1.12599 , 0.22285 , -0.905575 , 0.360931
0.909513 , 0.760724 , 1.12599 , 0.257418 , -0.896643 , 0.360233
0.932982 , 0.76562 , 1.12599 , 0.284548 , -0.882928 , 0.373457
0.867443 , 0.732978 , 1.06599 , 0.174932 , -0.921559 , 0.346594
0.84551 , 0.728996 , 1.06599 , 0.166096 , -0.928503 , 0.332106
0.818218 , 0.724633 , 1.06599 , 0.149497 , -0.942564 , 0.298703
0.793719 , 0.721098 , 1.06599 , 0.137168 , -0.947766 , 0.287966
0.766212 , 0.717405 , 1.06599 , 0.119847 , -0.950041 , 0.288198
0.741656 , 0.714266 , 1.06599 , 0.106523 , -0.952403 , 0.285623
0.712209 , 0.710629 , 1.06599 , 0.105416 , -0.953857 , 0.281147
0.684276 , 0.707284 , 1.06599 , 0.115989 , -0.946519 , 0.301079
0.66356 , 0.704874 , 1.06599 , 0.118492 , -0.942138 , 0.313584
0.642605 , 0.702511 , 1.06599 , 0.113813 , -0.944427 , 0.30839
0.614909 , 0.699539 , 1.06599 , 0.102126 , -0.944911 , 0.310988
0.591203 , 0.697171 , 1.06599 , 0.0931821 , -0.936861 , 0.337059
0.563496 , 0.694664 , 1.06599 , 0.0745655 , -0.928893 , 0.362764
0.535821 , 0.692503 , 1.06599 , 0.0496564 , -0.928481 , 0.368046
0.311439 , 0.692478 , 1.06599 , -0.0399238 , -0.928089 , 0.370212
0.291397 , 0.693974 , 1.06599 , -0.0617223 , -0.929084 , 0.364682
0.258416 , 0.69678 , 1.06599 , -0.0732209 , -0.926272 , 0.369673
0.237521 , 0.69872 , 1.06599 , -0.0758393 , -0.924789 , 0.372847
0.173051 , 0.704965 , 1.06599 , -0.0676187 , -0.969214 , 0.236753
0.148962 , 0.7072 , 1.06599 , -0.0544199 , -0.975314 , 0.214013
0.121491 , 0.709546 , 1.06599 , -0.0428058 , -0.973528 , 0.224524
0.0997965 , 0.711187 , 1.06599 , -0.0513901 , -0.971206 , 0.232631
0.0720588 , 0.712949 , 1.06599 , -0.0736486 , -0.969143 , 0.235241
0.04571 , 0.714226 , 1.06599 , -0.0893715 , -0.970146 , 0.225455
0.025445 , 0.71493 , 1.06599 , -0.0405752 , -0.984311 , 0.171712
0.00260705 , 0.715437 , 1.06599 , -0.0214295 , -0.991414 , 0.128994
-0.0187454 , 0.71566 , 1.06599 , 0.0331404 , -0.995029 , 0.0939065
-0.0388 , 0.715686 , 1.06599 , 0.0606423 , -0.993919 , 0.0919087
-0.0596058 , 0.715584 , 1.06599 , 0.0612952 , -0.994158 , 0.088839
-0.0985022 , 0.71535 , 1.06599 , 0.0636761 , -0.991591 , 0.112664
-0.0770842 , 0.704128 , 1.00599 , 0.126614 , -0.99006 , 0.061243
-0.0476385 , 0.711524 , 1.00599 , 0.0740323 , -0.995489 , 0.059337
-0.0270555 , 0.717617 , 1.00599 , -0.0410642 , -0.994986 , 0.0911936
-0.00343836 , 0.712671 , 1.00599 , -0.112839 , -0.980209 , 0.162659
